40
85	82	43	49	70	95	97	43	89	77	65	74	24	21	50	0	19	35	51	79	8	52	63	28	90	1	36	66	63	49	71	20	12	53	4	84	28	20	56	41
26	18	94	71	39	21	5	46	11	36	44	40	83	99	12	19	0	11	15	96	3	67	49	18	82	28	9	57	22	24	90	94	16	15	31	52	9	56	71	19
7	24	18	10	52	6	26	5	25	76	76	58	87	86	15	35	11	0	8	47	71	57	9	89	41	28	17	20	81	35	77	78	22	77	91	38	45	38	26	62
87	88	54	1	48	32	1	55	72	99	28	99	95	14	79	51	15	8	0	56	9	74	100	32	53	23	75	96	21	95	69	79	60	39	10	97	87	9	76	91
88	11	35	59	100	3	87	62	35	98	16	38	89	62	55	79	96	47	56	0	48	47	4	3	100	27	78	64	96	61	48	17	69	99	11	2	25	17	34	11
60	28	52	66	10	76	57	74	85	42	14	87	7	35	27	8	3	71	9	48	0	10	22	24	95	15	57	14	78	94	65	38	92	85	31	100	22	57	15	27
11	4	34	51	38	55	7	87	52	25	26	32	87	89	40	52	67	57	74	47	10	0	33	81	56	68	41	8	52	20	1	31	13	59	75	100	67	64	77	77
67	30	64	92	73	73	92	26	62	63	97	28	39	21	7	63	49	9	100	4	22	33	0	20	7	20	75	26	42	73	97	10	78	2	95	97	66	77	93	16
47	40	7	30	85	76	89	78	55	69	50	33	3	88	61	28	18	89	32	3	24	81	20	0	16	66	95	22	55	94	33	14	60	52	54	47	100	66	78	99
9	37	91	51	46	48	62	97	75	4	74	54	12	67	48	90	82	41	53	100	95	56	7	16	0	62	28	80	16	21	97	63	84	83	95	13	93	17	93	51
39	16	87	65	9	50	74	18	60	43	63	15	46	48	44	1	28	28	23	27	15	68	20	66	62	0	73	44	10	29	42	91	23	34	12	81	25	99	5	75
17	72	86	50	86	95	27	39	39	25	70	33	36	65	31	36	9	17	75	78	57	41	75	95	28	73	0	92	5	5	83	18	69	25	83	48	98	58	34	94
64	55	25	5	8	28	15	22	78	69	18	57	82	2	84	66	57	20	96	64	14	8	26	22	80	44	92	0	3	62	17	64	44	82	98	61	28	37	11	93
67	79	4	3	65	7	30	77	44	64	84	31	54	42	43	63	22	81	21	96	78	52	42	55	16	10	5	3	0	81	16	18	32	43	63	77	67	99	87	39
35	86	11	72	30	33	73	98	38	4	73	27	57	44	54	49	24	35	95	61	94	20	73	94	21	29	5	62	81	0	58	2	79	57	30	19	17	31	58	67
22	14	26	58	40	87	10	50	46	74	51	91	62	41	16	71	90	77	69	48	65	1	97	33	97	42	83	17	16	58	0	79	63	7	31	33	41	28	31	23
46	96	44	47	19	80	52	79	99	87	13	29	14	42	8	20	94	78	79	17	38	31	10	14	63	91	18	64	18	2	79	0	1	73	26	74	8	69	16	16
66	63	94	53	22	96	100	53	71	97	56	73	82	73	14	12	16	22	60	69	92	13	78	60	84	23	69	44	32	79	63	1	0	56	64	36	12	28	72	58
84	25	93	99	42	22	68	63	37	99	1	8	68	95	43	53	15	77	39	99	85	59	2	52	83	34	25	82	43	57	7	73	56	0	7	10	27	14	32	1
52	7	37	7	12	15	23	97	16	37	75	92	17	73	91	4	31	91	10	11	31	75	95	54	95	12	83	98	63	30	31	26	64	7	0	68	32	61	43	67
15	49	72	94	5	59	13	75	52	28	15	62	78	27	67	84	52	38	97	2	100	100	97	47	13	81	48	61	77	19	33	74	36	10	68	0	75	65	74	87
31	6	27	7	43	6	32	56	5	9	12	42	10	69	34	28	9	45	87	25	22	67	66	100	93	25	98	28	67	17	41	8	12	27	32	75	0	85	65	8
66	37	38	58	94	98	27	18	69	100	74	39	94	19	59	20	56	38	9	17	57	64	77	66	17	99	58	37	99	31	28	69	28	14	61	65	85	0	53	53
84	45	83	59	63	44	78	74	73	24	69	33	8	36	73	56	71	26	76	34	15	77	93	78	93	5	34	11	87	58	31	16	72	32	43	74	65	53	0	2
28	71	80	63	73	13	34	3	60	94	91	98	53	94	85	41	19	62	91	11	27	77	16	99	51	75	94	93	39	67	23	16	58	1	67	87	8	53	2	0
