80
47	97	38	76	12	61	79	84	76	30	63	33	66	63	10	53	0	54	92	90	4	28	85	91	42	100	77	50	2	40	84	66	55	53	14	54	90	29	90	41	90	58	86	25	48	2	17	62	30	38	64	9	49	57	82	28	59	79	80	79	90	25	56	10	61	88	35	46	66	91	25	9	33	4	75	39	23	23	49	37
96	82	43	63	12	68	1	33	3	3	16	74	7	96	89	20	54	0	67	39	14	84	65	48	27	67	11	19	50	12	82	17	64	10	9	72	81	26	8	93	82	33	57	22	35	52	70	87	22	84	44	42	53	83	38	94	5	36	85	5	50	56	42	18	2	90	8	42	27	74	24	56	6	88	41	18	55	5	8	23
99	12	77	79	26	98	88	38	47	84	72	36	45	82	68	23	92	67	0	34	19	16	83	10	69	56	33	44	17	76	74	77	28	57	15	14	12	12	63	49	50	28	68	34	59	66	88	93	88	98	67	4	42	42	99	19	44	92	32	66	11	55	85	22	95	97	20	56	18	10	24	49	12	34	61	38	39	22	1	63
69	85	65	100	92	81	66	66	72	22	48	72	67	86	1	49	90	39	34	0	21	22	5	93	18	83	26	79	27	90	20	79	60	67	35	12	98	55	26	95	48	72	38	23	90	90	64	63	96	88	46	78	98	5	26	28	21	20	30	4	64	17	7	87	76	7	18	81	59	20	54	1	69	65	77	38	86	55	72	95
11	66	85	56	18	63	78	69	100	69	25	74	81	37	70	84	4	14	19	21	0	12	82	55	83	4	81	13	40	6	17	64	33	100	31	47	41	37	28	93	31	42	73	97	28	45	20	17	27	77	29	63	17	81	76	58	29	55	57	17	57	68	76	95	70	19	11	43	93	34	82	81	68	34	89	93	55	48	4	81
18	59	18	73	61	23	56	28	33	46	41	56	32	6	91	37	28	84	16	22	12	0	44	15	28	6	67	50	85	69	8	10	58	77	94	89	34	58	65	67	88	97	1	42	59	28	9	26	95	13	59	72	85	86	4	10	57	47	96	45	61	67	17	58	90	68	4	99	47	69	92	3	12	30	5	66	86	95	34	66
38	74	92	16	92	28	16	37	7	60	51	69	9	18	64	61	85	65	83	5	82	44	0	84	96	34	64	100	7	97	17	92	79	30	7	55	88	11	86	91	10	27	49	65	5	18	22	14	24	55	31	85	68	78	15	86	15	83	79	88	68	78	82	15	31	96	79	4	69	90	10	31	40	78	8	15	11	100	84	21
78	16	58	42	29	68	60	35	68	45	94	81	34	59	9	75	91	48	10	93	55	15	84	0	99	21	100	72	99	39	54	33	29	5	8	49	26	37	93	24	74	30	24	23	54	17	16	28	35	50	83	73	72	51	90	26	9	82	54	55	34	79	100	4	55	35	81	91	93	59	35	64	45	42	57	86	3	93	17	43
89	41	59	85	97	38	80	4	46	13	77	87	78	52	25	28	42	27	69	18	83	28	96	99	0	47	21	96	6	7	58	81	74	94	90	73	72	55	53	5	90	37	4	31	36	80	19	67	22	43	13	67	43	64	18	78	19	28	58	42	72	19	63	91	15	27	57	81	46	92	55	40	16	7	92	74	63	29	76	24
22	73	75	90	17	7	44	25	57	32	22	42	53	18	11	75	100	67	56	83	4	6	34	21	47	0	86	67	100	30	66	72	22	13	31	11	88	88	50	12	38	53	37	87	43	2	68	6	21	67	87	97	61	51	58	23	49	53	92	7	65	17	28	31	37	36	41	90	42	86	86	2	78	43	72	26	9	18	38	96
23	7	86	10	87	45	44	67	100	85	85	28	78	79	56	5	77	11	33	26	81	67	64	100	21	86	0	17	75	62	86	85	63	15	76	75	51	58	49	71	41	17	35	3	63	17	65	52	62	16	48	94	47	90	25	31	61	99	5	69	1	53	14	51	4	22	63	62	34	24	3	22	44	39	92	82	50	11	31	30
17	60	31	51	45	84	42	56	92	72	27	75	2	82	95	4	50	19	44	79	13	50	100	72	96	67	17	0	65	31	27	53	12	30	11	58	74	54	87	36	85	43	58	40	85	19	90	70	41	71	63	80	95	27	1	39	74	64	55	5	70	58	15	36	31	68	29	94	34	38	47	83	100	14	65	95	67	70	70	76
76	29	72	9	18	66	36	85	3	13	91	35	8	34	31	43	2	50	17	27	40	85	7	99	6	100	75	65	0	98	74	75	43	98	53	89	56	81	83	84	44	28	44	20	67	61	77	65	63	48	64	34	34	81	44	68	94	84	33	1	86	62	89	58	29	47	63	76	97	75	41	57	49	60	28	83	50	7	69	58
31	67	71	42	40	82	1	51	89	44	32	17	20	47	47	74	40	12	76	90	6	69	97	39	7	30	62	31	98	0	41	8	98	91	29	3	97	7	37	91	25	33	46	80	17	11	97	44	28	21	3	94	75	37	94	46	67	29	70	8	36	49	82	42	28	17	73	48	42	83	36	39	48	78	79	71	70	75	91	14
43	8	38	75	12	22	6	81	84	69	90	90	70	11	46	38	84	82	74	20	17	8	17	54	58	66	86	27	74	41	0	21	18	92	53	68	33	63	91	93	62	44	21	85	2	8	46	19	75	54	30	79	65	66	72	7	78	48	47	30	64	85	9	81	14	30	36	18	60	12	28	32	85	66	25	54	48	55	13	14
35	63	98	66	11	11	48	36	79	55	51	86	10	57	55	59	66	17	77	79	64	10	92	33	81	72	85	53	75	8	21	0	31	38	98	41	33	11	88	93	99	23	97	53	61	80	55	79	60	47	84	45	58	33	4	85	62	98	68	73	54	61	50	55	53	87	38	35	49	75	36	94	29	37	24	100	7	87	28	38
96	76	77	98	35	51	12	70	51	86	39	17	89	53	93	94	55	64	28	60	33	58	79	29	74	22	63	12	43	98	18	31	0	81	90	72	58	13	18	58	32	5	72	100	47	82	24	67	76	20	52	40	96	68	21	83	78	97	28	51	65	70	69	77	74	73	55	61	32	83	17	85	100	71	86	18	24	69	38	45
75	41	29	26	22	40	97	44	1	64	91	58	37	56	66	50	53	10	57	67	100	77	30	5	94	13	15	30	98	91	92	38	81	0	88	5	42	83	75	39	9	10	72	56	51	71	61	26	22	84	54	12	3	62	36	37	42	91	14	90	17	32	14	47	87	24	69	66	8	76	62	86	34	77	57	33	24	21	52	19
61	11	82	62	54	91	1	93	98	35	1	11	36	6	52	13	14	9	15	35	31	94	7	8	90	31	76	11	53	29	53	98	90	88	0	4	57	73	93	12	95	79	80	20	44	33	52	77	12	5	34	14	29	58	74	88	73	35	5	46	45	29	52	36	43	33	30	39	77	83	38	48	97	59	26	95	96	17	59	96
16	17	72	40	89	35	46	23	65	33	49	11	81	47	57	87	54	72	14	12	47	89	55	49	73	11	75	58	89	3	68	41	72	5	4	0	29	6	61	75	70	5	70	50	57	93	17	83	98	65	73	16	60	28	59	66	27	22	96	2	24	13	7	46	35	77	70	84	56	65	11	93	64	66	81	82	75	72	22	57
77	33	17	22	30	34	2	23	12	94	33	45	85	68	5	80	90	81	12	98	41	34	88	26	72	88	51	74	56	97	33	33	58	42	57	29	0	22	98	6	21	95	23	11	13	56	92	65	72	85	19	93	26	65	10	79	70	34	40	79	83	96	85	65	59	34	54	65	26	54	81	49	58	43	22	78	44	11	32	50
87	95	2	90	23	79	2	10	87	30	55	51	69	32	42	84	29	26	12	55	37	58	11	37	55	88	58	54	81	7	63	11	13	83	73	6	22	0	99	54	73	46	68	79	41	60	93	87	85	12	17	10	28	43	57	71	70	71	36	56	81	4	57	67	66	82	57	30	59	58	55	24	29	18	95	9	25	2	83	93
5	51	99	25	53	85	84	63	82	72	17	81	61	73	22	40	90	8	63	26	28	65	86	93	53	50	49	87	83	37	91	88	18	75	93	61	98	99	0	49	66	55	19	9	97	82	41	55	68	95	84	84	47	74	14	38	2	51	18	44	51	1	89	39	26	52	57	25	30	49	65	90	39	21	97	25	14	4	49	63
74	24	25	78	97	99	39	38	50	78	72	68	34	45	17	50	41	93	49	95	93	67	91	24	5	12	71	36	84	91	93	93	58	39	12	75	6	54	49	0	9	98	13	44	6	79	17	90	33	57	17	62	16	64	29	12	39	70	54	47	27	94	59	53	81	32	26	62	57	59	5	54	61	70	18	56	29	27	23	59
78	19	4	99	35	10	54	91	10	25	53	10	87	52	68	70	90	82	50	48	31	88	10	74	90	38	41	85	44	25	62	99	32	9	95	70	21	73	66	9	0	42	25	58	66	70	16	61	98	95	92	29	10	46	42	100	15	23	8	4	40	59	3	52	32	65	85	22	65	68	72	58	88	28	41	58	43	39	25	1
31	79	36	62	8	29	19	18	82	93	70	77	43	6	99	25	58	33	28	72	42	97	27	30	37	53	17	43	28	33	44	23	5	10	79	5	95	46	55	98	42	0	10	41	94	52	29	97	37	85	59	19	54	74	11	3	26	19	59	4	6	26	16	90	96	50	54	7	76	92	14	42	59	23	7	81	18	38	55	79
6	3	85	37	83	72	71	8	46	10	11	17	57	16	65	55	86	57	68	38	73	1	49	24	4	37	35	58	44	46	21	97	72	72	80	70	23	68	19	13	25	10	0	73	74	47	48	14	74	92	56	14	4	69	54	85	99	95	15	80	74	37	37	64	2	45	48	76	55	81	24	74	31	89	92	26	21	41	47	33
34	45	74	33	69	81	86	65	71	85	27	94	67	96	33	6	25	22	34	23	97	42	65	23	31	87	3	40	20	80	85	53	100	56	20	50	11	79	9	44	58	41	73	0	95	100	99	38	90	5	65	50	38	22	38	22	45	66	46	35	26	48	6	49	56	97	81	17	74	68	3	12	92	19	59	45	35	24	92	17
51	72	50	86	89	3	63	33	19	30	14	64	29	76	43	58	48	35	59	90	28	59	5	54	36	43	63	85	67	17	2	61	47	51	44	57	13	41	97	6	66	94	74	95	0	21	29	49	26	92	72	95	8	17	26	40	42	60	32	2	93	14	44	39	96	8	23	5	47	55	2	86	88	62	4	67	26	45	28	43
49	61	54	99	27	95	99	66	77	84	49	20	14	94	35	67	2	52	66	90	45	28	18	17	80	2	17	19	61	11	8	80	82	71	33	93	56	60	82	79	70	52	47	100	21	0	54	22	97	93	57	53	65	74	63	22	89	41	78	27	57	93	98	86	92	44	34	44	84	33	98	83	70	20	86	93	70	97	21	3
48	51	66	76	98	82	49	93	62	59	46	43	65	39	45	53	17	70	88	64	20	9	22	16	19	68	65	90	77	97	46	55	24	61	52	17	92	93	41	17	16	29	48	99	29	54	0	81	56	41	97	91	5	4	25	72	28	81	98	31	37	63	89	13	85	50	60	98	91	36	64	51	58	47	32	71	51	50	76	98
88	98	47	72	96	94	10	58	45	38	65	31	48	65	9	90	62	87	93	63	17	26	14	28	67	6	52	70	65	44	19	79	67	26	77	83	65	87	55	90	61	97	14	38	49	22	81	0	63	41	28	75	78	90	32	29	52	89	60	100	59	21	19	51	92	24	69	81	52	38	46	2	69	72	65	74	98	69	71	42
78	47	55	2	29	89	95	24	20	47	50	8	81	64	92	19	30	22	88	96	27	95	24	35	22	21	62	41	63	28	75	60	76	22	12	98	72	85	68	33	98	37	74	90	26	97	56	63	0	91	59	17	72	19	85	10	15	37	95	92	71	69	33	7	59	94	36	18	97	66	90	54	5	58	42	4	78	93	1	73
7	58	43	38	76	82	32	57	62	25	69	4	70	32	30	14	38	84	98	88	77	13	55	50	43	67	16	71	48	21	54	47	20	84	5	65	85	12	95	57	95	85	92	5	92	93	41	41	91	0	23	44	32	43	95	29	28	65	43	14	19	43	45	62	59	78	5	27	87	43	68	32	79	58	73	41	13	40	14	60
80	47	57	30	2	100	5	20	85	4	60	64	70	3	23	92	64	44	67	46	29	59	31	83	13	87	48	63	64	3	30	84	52	54	34	73	19	17	84	17	92	59	56	65	72	57	97	28	59	23	0	81	30	6	47	59	81	54	49	24	1	14	85	82	37	53	38	93	97	43	80	72	47	35	68	79	72	32	34	17
64	24	19	24	39	41	61	34	48	86	59	20	37	23	89	58	9	42	4	78	63	72	85	73	67	97	94	80	34	94	79	45	40	12	14	16	93	10	84	62	29	19	14	50	95	53	91	75	17	44	81	0	6	69	24	61	31	36	56	56	100	67	42	39	68	46	79	19	82	8	97	13	9	79	93	61	69	32	67	67
90	52	97	35	46	18	36	21	29	12	23	95	57	64	29	55	49	53	42	98	17	85	68	72	43	61	47	95	34	75	65	58	96	3	29	60	26	28	47	16	10	54	4	38	8	65	5	78	72	32	30	6	0	34	43	70	9	39	96	38	91	17	98	51	15	48	39	52	20	90	71	17	41	98	74	10	26	53	98	93
6	22	35	55	35	74	23	27	31	30	94	4	48	81	33	21	57	83	42	5	81	86	78	51	64	51	90	27	81	37	66	33	68	62	58	28	65	43	74	64	46	74	69	22	17	74	4	90	19	43	6	69	34	0	71	2	47	25	56	58	3	30	15	81	82	58	55	95	99	100	90	89	35	56	83	56	84	70	44	38
7	52	6	11	5	80	31	78	14	90	11	99	46	100	34	28	82	38	99	26	76	4	15	90	18	58	25	1	44	94	72	4	21	36	74	59	10	57	14	29	42	11	54	38	26	63	25	32	85	95	47	24	43	71	0	82	55	8	59	79	96	50	97	91	11	84	99	48	18	24	42	84	72	1	22	95	18	52	2	4
73	25	87	4	65	90	22	97	51	24	3	5	81	55	48	29	28	94	19	28	58	10	86	26	78	23	31	39	68	46	7	85	83	37	88	66	79	71	38	12	100	3	85	22	40	22	72	29	10	29	59	61	70	2	82	0	23	51	45	84	80	10	36	6	32	10	14	56	45	24	97	4	89	70	24	60	41	70	41	66
26	25	8	66	31	12	51	73	77	52	37	98	8	87	100	94	59	5	44	21	29	57	15	9	19	49	61	74	94	67	78	62	78	42	73	27	70	70	2	39	15	26	99	45	42	89	28	52	15	28	81	31	9	47	55	23	0	38	80	25	69	64	18	88	93	22	19	32	17	53	96	98	2	89	26	20	73	57	16	23
62	52	4	98	88	72	82	20	37	23	14	95	7	88	57	20	79	36	92	20	55	47	83	82	28	53	99	64	84	29	48	98	97	91	35	22	34	71	51	70	23	19	95	66	60	41	81	89	37	65	54	36	39	25	8	51	38	0	40	51	35	29	23	26	80	15	77	55	34	48	43	73	76	27	18	5	58	21	81	49
99	33	21	70	83	46	5	71	98	59	52	48	94	89	31	51	80	85	32	30	57	96	79	54	58	92	5	55	33	70	47	68	28	14	5	96	40	36	18	54	8	59	15	46	32	78	98	60	95	43	49	56	96	56	59	45	80	40	0	72	74	19	95	50	55	49	87	34	39	72	31	72	4	19	28	6	21	17	88	37
3	92	23	31	83	4	96	8	96	7	52	58	36	59	31	71	79	5	66	4	17	45	88	55	42	7	69	5	1	8	30	73	51	90	46	2	79	56	44	47	4	4	80	35	2	27	31	100	92	14	24	56	38	58	79	84	25	51	72	0	14	36	39	26	64	3	66	58	8	2	17	38	58	45	86	77	54	45	93	84
93	11	3	64	27	29	25	83	1	64	99	76	22	65	17	90	90	50	11	64	57	61	68	34	72	65	1	70	86	36	64	54	65	17	45	24	83	81	51	27	40	6	74	26	93	57	37	59	71	19	1	100	91	3	96	80	69	35	74	14	0	10	10	98	13	17	43	84	77	80	68	46	72	93	65	83	89	65	97	50
48	13	89	29	91	27	55	74	17	40	37	96	30	56	76	71	25	56	55	17	68	67	78	79	19	17	53	58	62	49	85	61	70	32	29	13	96	4	1	94	59	26	37	48	14	93	63	21	69	43	14	67	17	30	50	10	64	29	19	36	10	0	8	28	89	94	51	90	7	77	79	15	50	52	70	11	34	16	84	98
64	86	8	1	61	23	57	61	50	70	31	71	98	38	24	94	56	42	85	7	76	17	82	100	63	28	14	15	89	82	9	50	69	14	52	7	85	57	89	59	3	16	37	6	44	98	89	19	33	45	85	42	98	15	97	36	18	23	95	39	10	8	0	53	54	79	36	67	73	61	74	46	50	29	6	100	19	49	32	94
98	29	84	83	17	90	50	50	10	58	41	30	47	17	46	99	10	18	22	87	95	58	15	4	91	31	51	36	58	42	81	55	77	47	36	46	65	67	39	53	52	90	64	49	39	86	13	51	7	62	82	39	51	81	91	6	88	26	50	26	98	28	53	0	66	27	16	25	29	95	43	17	25	26	7	4	81	89	77	28
93	80	74	26	54	26	16	81	18	93	44	55	83	92	16	2	61	2	95	76	70	90	31	55	15	37	4	31	29	28	14	53	74	87	43	35	59	66	26	81	32	96	2	56	96	92	85	92	59	59	37	68	15	82	11	32	93	80	55	64	13	89	54	66	0	54	51	9	93	52	87	29	32	90	49	90	58	28	45	49
95	56	58	26	49	3	80	6	47	70	29	68	31	85	43	55	88	90	97	7	19	68	96	35	27	36	22	68	47	17	30	87	73	24	33	77	34	82	52	32	65	50	45	97	8	44	50	24	94	78	53	46	48	58	84	10	22	15	49	3	17	94	79	27	54	0	54	89	63	7	85	36	2	6	48	22	7	53	76	24
11	52	33	62	78	40	41	23	64	21	33	46	89	51	39	54	35	8	20	18	11	4	79	81	57	41	63	29	63	73	36	38	55	69	30	70	54	57	57	26	85	54	48	81	23	34	60	69	36	5	38	79	39	55	99	14	19	77	87	66	43	51	36	16	51	54	0	57	99	68	8	80	56	17	35	79	11	71	68	92
96	64	48	4	68	82	25	5	88	39	24	35	88	81	65	98	46	42	56	81	43	99	4	91	81	90	62	94	76	48	18	35	61	66	39	84	65	30	25	62	22	7	76	17	5	44	98	81	18	27	93	19	52	95	48	56	32	55	34	58	84	90	67	25	9	89	57	0	85	86	22	33	22	23	86	75	64	66	60	17
48	97	35	91	4	95	23	52	87	29	45	80	49	8	18	87	66	27	18	59	93	47	69	93	46	42	34	34	97	42	60	49	32	8	77	56	26	59	30	57	65	76	55	74	47	84	91	52	97	87	97	82	20	99	18	45	17	34	39	8	77	7	73	29	93	63	99	85	0	76	44	51	96	54	12	43	54	25	43	20
13	48	87	41	16	75	29	17	73	53	92	34	77	2	32	30	91	74	10	20	34	69	90	59	92	86	24	38	75	83	12	75	83	76	83	65	54	58	49	59	68	92	81	68	55	33	36	38	66	43	43	8	90	100	24	24	53	48	72	2	80	77	61	95	52	7	68	86	76	0	86	3	36	61	29	82	84	55	54	30
5	39	29	41	27	62	65	31	60	47	76	9	5	24	92	63	25	24	24	54	82	92	10	35	55	86	3	47	41	36	28	36	17	62	38	11	81	55	65	5	72	14	24	3	2	98	64	46	90	68	80	97	71	90	42	97	96	43	31	17	68	79	74	43	87	85	8	22	44	86	0	88	34	20	45	80	27	99	69	94
43	32	96	62	87	94	31	9	94	31	97	4	94	78	17	36	9	56	49	1	81	3	31	64	40	2	22	83	57	39	32	94	85	86	48	93	49	24	90	54	58	42	74	12	86	83	51	2	54	32	72	13	17	89	84	4	98	73	72	38	46	15	46	17	29	36	80	33	51	3	88	0	79	55	26	3	77	71	39	1
23	50	99	9	9	80	52	78	14	92	35	25	4	27	99	39	33	6	12	69	68	12	40	45	16	78	44	100	49	48	85	29	100	34	97	64	58	29	39	61	88	59	31	92	88	70	58	69	5	79	47	9	41	35	72	89	2	76	4	58	72	50	50	25	32	2	56	22	96	36	34	79	0	66	62	62	10	92	6	2
51	60	55	17	59	74	98	91	40	66	87	28	88	72	39	41	4	88	34	65	34	30	78	42	7	43	39	14	60	78	66	37	71	77	59	66	43	18	21	70	28	23	89	19	62	20	47	72	58	58	35	79	98	56	1	70	89	27	19	45	93	52	29	26	90	6	17	23	54	61	20	55	66	0	84	76	25	21	54	15
1	51	4	97	49	26	14	96	16	94	19	56	98	4	54	49	75	41	61	77	89	5	8	57	92	72	92	65	28	79	25	24	86	57	26	81	22	95	97	18	41	7	92	59	4	86	32	65	42	73	68	93	74	83	22	24	26	18	28	86	65	70	6	7	49	48	35	86	12	29	45	26	62	84	0	11	90	10	26	58
74	17	24	70	7	66	31	40	2	87	24	59	80	66	30	21	39	18	38	38	93	66	15	86	74	26	82	95	83	71	54	100	18	33	95	82	78	9	25	56	58	81	26	45	67	93	71	74	4	41	79	61	10	56	95	60	20	5	6	77	83	11	100	4	90	22	79	75	43	82	80	3	62	76	11	0	56	44	12	27
59	31	63	62	84	79	100	15	70	21	8	77	76	23	86	88	23	55	39	86	55	86	11	3	63	9	50	67	50	70	48	7	24	24	96	75	44	25	14	29	43	18	21	35	26	70	51	98	78	13	72	69	26	84	18	41	73	58	21	54	89	34	19	81	58	7	11	64	54	84	27	77	10	25	90	56	0	31	59	63
18	49	38	66	57	59	19	15	12	12	3	60	42	26	92	3	23	5	22	55	48	95	100	93	29	18	11	70	7	75	55	87	69	21	17	72	11	2	4	27	39	38	41	24	45	97	50	69	93	40	32	32	53	70	52	70	57	21	17	45	65	16	49	89	28	53	71	66	25	55	99	71	92	21	10	44	31	0	99	15
65	75	55	47	17	16	20	21	3	45	60	87	2	8	48	94	49	8	1	72	4	34	84	17	76	38	31	70	69	91	13	28	38	52	59	22	32	83	49	23	25	55	47	92	28	21	76	71	1	14	34	67	98	44	2	41	16	81	88	93	97	84	32	77	45	76	68	60	43	54	69	39	6	54	26	12	59	99	0	90
55	83	12	39	84	22	82	62	30	19	71	6	51	32	89	74	37	23	63	95	81	66	21	43	24	96	30	76	58	14	14	38	45	19	96	57	50	93	63	59	1	79	33	17	43	3	98	42	73	60	17	67	93	38	4	66	23	49	37	84	50	98	94	28	49	24	92	17	20	30	94	1	2	15	58	27	63	15	90	0
