70
85	64	5	80	52	70	12	84	89	28	12	69	71	5	36	73	0	1	94	17	66	61	62	7	45	7	15	61	1	36	66	5	42	28	15	78	64	26	86	69	36	2	38	12	6	56	40	4	44	19	12	8	80	83	94	53	88	35	41	60	39	56	36	59	89	34	17	37	33	14
69	50	45	29	90	71	78	80	38	86	2	15	33	62	82	79	1	0	76	89	76	12	54	81	8	87	79	43	13	24	12	60	11	1	7	41	93	84	4	35	69	22	57	37	67	81	55	47	9	89	1	98	81	9	65	39	39	10	74	24	87	36	32	27	100	63	44	46	55	44
53	56	4	60	74	62	71	87	48	1	77	58	29	96	81	18	94	76	0	85	98	47	33	3	25	72	62	11	67	87	39	22	83	20	61	17	20	14	37	20	22	7	64	32	40	48	26	29	2	6	7	61	13	92	9	46	78	67	41	38	81	68	66	87	63	100	10	73	24	64
85	77	16	26	42	8	100	6	13	44	2	69	44	23	99	63	17	89	85	0	79	62	66	41	70	67	47	76	86	28	50	89	22	84	20	89	10	58	19	90	53	6	64	39	63	24	7	17	100	92	16	59	78	6	3	77	93	22	46	27	61	44	60	35	47	46	58	31	2	74
26	6	45	72	1	54	67	43	27	93	67	83	60	33	19	95	66	76	98	79	0	31	36	83	84	6	92	97	5	52	30	75	41	73	78	16	89	55	4	71	87	28	65	47	10	21	90	53	86	57	74	41	44	88	30	30	32	39	54	2	3	16	81	77	22	74	53	64	53	47
59	90	97	57	10	34	81	44	4	25	9	29	64	44	37	79	61	12	47	62	31	0	42	68	84	80	36	44	64	43	29	3	99	50	23	3	66	100	52	48	70	1	29	2	85	53	92	54	50	53	55	10	68	6	2	28	10	27	68	37	59	53	97	22	53	23	98	72	80	42
37	99	26	79	16	65	18	2	71	89	18	20	95	93	10	20	62	54	33	66	36	42	0	64	49	32	87	34	86	66	97	93	60	43	57	52	39	17	12	28	34	92	71	42	14	37	80	56	21	42	37	27	90	60	67	5	14	77	83	54	28	49	83	74	35	48	10	49	67	34
97	73	59	15	27	61	13	74	8	44	17	22	69	55	50	89	7	81	3	41	83	68	64	0	73	21	58	69	93	77	49	31	40	8	2	19	4	68	30	8	63	20	39	28	2	49	58	24	82	69	49	34	49	31	35	87	55	18	76	95	27	87	80	96	14	41	87	73	20	14
38	39	28	24	76	85	35	56	23	3	64	30	90	27	76	97	45	8	25	70	84	84	49	73	0	49	44	92	13	40	8	14	47	41	72	98	35	59	41	94	34	52	68	81	90	74	86	69	56	5	74	39	27	63	32	37	59	12	34	79	10	74	90	98	8	77	55	45	22	72
98	26	40	53	81	33	93	88	35	96	55	60	75	93	77	10	7	87	72	67	6	80	32	21	49	0	94	70	35	17	56	9	36	61	77	51	55	60	6	54	22	44	13	73	29	13	59	100	47	89	36	14	31	58	76	31	76	25	79	85	76	6	31	27	88	46	57	1	83	8
83	51	41	69	10	17	33	77	85	94	17	8	68	59	47	70	15	79	62	47	92	36	87	58	44	94	0	25	25	78	76	85	45	76	82	56	26	23	8	70	32	96	45	4	6	12	45	89	58	37	30	48	78	39	17	23	95	12	86	15	59	95	84	31	63	18	66	43	19	40
94	39	97	40	50	38	5	40	1	76	52	77	61	56	43	60	61	43	11	76	97	44	34	69	92	70	25	0	8	62	3	43	52	97	2	79	19	23	9	95	95	13	76	40	3	34	62	81	15	60	51	27	12	64	61	42	50	35	100	50	100	88	75	29	31	59	56	80	33	76
2	33	73	94	73	33	20	49	14	52	7	86	3	65	61	9	1	13	67	86	5	64	86	93	13	35	25	8	0	6	16	53	64	67	69	64	4	6	69	42	53	38	27	84	69	42	7	21	77	62	23	61	9	52	57	29	10	59	70	83	86	87	1	34	70	31	51	74	20	41
74	52	16	3	89	93	94	50	17	64	68	43	13	12	76	52	36	24	87	28	52	43	66	77	40	17	78	62	6	0	39	38	63	88	75	61	53	60	97	53	27	71	68	98	96	44	14	15	1	54	22	45	55	43	78	15	83	80	19	42	25	38	2	47	7	70	14	21	63	31
56	11	63	42	79	75	17	84	2	59	98	28	76	79	77	47	66	12	39	50	30	29	97	49	8	56	76	3	16	39	0	23	17	15	96	63	65	90	34	2	26	56	69	8	56	75	3	24	20	96	27	27	72	91	65	57	46	42	29	41	77	93	49	12	45	16	18	7	97	60
38	58	38	90	22	83	62	70	64	86	66	79	74	48	73	52	5	60	22	89	75	3	93	31	14	9	85	43	53	38	23	0	14	67	43	50	27	42	7	50	56	67	71	11	97	56	97	51	8	44	29	49	58	14	19	14	47	56	34	64	47	37	54	58	74	92	60	92	66	88
53	24	85	47	38	94	5	31	9	12	84	47	6	37	47	64	42	11	83	22	41	99	60	40	47	36	45	52	64	63	17	14	0	7	28	87	3	81	12	45	3	50	48	60	17	86	16	43	8	92	5	74	11	1	35	99	21	68	30	4	7	15	34	63	81	27	45	16	74	39
51	39	7	4	47	57	33	21	81	4	54	14	1	4	68	29	28	1	20	84	73	50	43	8	41	61	76	97	67	88	15	67	7	0	10	94	96	19	68	61	11	17	93	92	62	10	6	82	85	89	7	9	70	22	83	41	37	48	24	86	27	75	35	54	56	48	29	24	56	86
18	97	53	10	43	78	87	73	7	81	20	87	83	35	39	56	15	7	61	20	78	23	57	2	72	77	82	2	69	75	96	43	28	10	0	38	2	14	27	54	18	76	9	91	2	33	22	34	92	60	92	55	60	33	88	17	58	100	97	48	94	82	77	43	42	78	67	1	76	53
96	59	35	55	17	1	100	27	32	63	2	27	16	18	4	24	78	41	17	89	16	3	52	19	98	51	56	79	64	61	63	50	87	94	38	0	77	18	29	11	77	39	39	49	68	77	17	49	85	94	23	77	44	72	62	91	3	82	37	34	1	23	97	34	63	40	87	36	67	65
91	79	78	21	15	31	75	43	16	26	89	6	19	45	29	41	64	93	20	10	89	66	39	4	35	55	26	19	4	53	65	27	3	96	2	77	0	96	83	91	14	32	36	43	61	30	42	19	34	69	48	36	56	44	94	87	10	12	35	6	32	37	42	83	15	42	32	24	27	14
79	36	13	23	78	8	19	33	13	52	84	52	82	63	56	72	26	84	14	58	55	100	17	68	59	60	23	23	6	60	90	42	81	19	14	18	96	0	97	14	75	100	91	11	92	40	52	23	5	77	4	22	93	91	5	42	10	4	59	18	40	4	63	75	86	50	69	76	78	66
62	82	14	30	58	71	85	89	82	47	98	47	23	69	47	80	86	4	37	19	4	52	12	30	41	6	8	9	69	97	34	7	12	68	27	29	83	97	0	48	63	67	75	87	23	94	59	10	65	87	32	40	5	93	41	94	48	55	56	7	32	84	60	25	96	68	47	62	39	54
13	19	15	81	83	86	63	76	13	70	88	51	54	10	37	81	69	35	20	90	71	48	28	8	94	54	70	95	42	53	2	50	45	61	54	11	91	14	48	0	44	46	13	45	16	30	49	73	84	10	25	9	100	46	98	17	84	49	92	88	19	18	87	63	8	11	48	21	19	24
59	24	54	20	88	38	58	22	42	33	83	50	45	66	46	98	36	69	22	53	87	70	34	63	34	22	32	95	53	27	26	56	3	11	18	77	14	75	63	44	0	25	73	88	12	87	52	79	38	11	63	63	76	62	5	68	37	9	77	36	26	78	67	96	43	68	3	85	53	10
2	41	89	6	49	98	70	21	25	76	93	45	33	56	89	18	2	22	7	6	28	1	92	20	52	44	96	13	38	71	56	67	50	17	76	39	32	100	67	46	25	0	93	94	64	47	16	50	12	89	73	91	90	46	7	34	64	69	32	85	85	35	47	13	65	77	49	26	35	94
16	49	55	49	14	80	53	70	9	93	94	55	23	93	15	43	38	57	64	64	65	29	71	39	68	13	45	76	27	68	69	71	48	93	9	39	36	91	75	13	73	93	0	91	48	85	33	7	39	14	29	44	41	11	13	51	70	95	52	50	18	99	19	10	66	6	68	61	85	43
22	9	7	68	41	7	65	30	72	23	74	87	15	30	56	57	12	37	32	39	47	2	42	28	81	73	4	40	84	98	8	11	60	92	91	49	43	11	87	45	88	94	91	0	95	20	67	72	85	53	8	78	60	47	67	25	41	63	83	82	68	25	87	80	3	90	44	84	31	7
48	9	49	24	27	46	53	12	40	23	13	98	67	48	86	93	6	67	40	63	10	85	14	2	90	29	6	3	69	96	56	97	17	62	2	68	61	92	23	16	12	64	48	95	0	6	37	26	39	24	43	2	56	28	88	37	15	59	99	58	12	71	12	81	28	45	9	3	41	80
92	5	25	87	97	1	79	58	91	31	48	85	59	85	64	16	56	81	48	24	21	53	37	49	74	13	12	34	42	44	75	56	86	10	33	77	30	40	94	30	87	47	85	20	6	0	66	48	2	57	72	10	99	54	61	75	100	41	94	9	21	87	63	75	68	94	25	100	33	44
97	31	50	19	92	90	59	14	12	7	99	84	30	63	23	90	40	55	26	7	90	92	80	58	86	59	45	62	7	14	3	97	16	6	22	17	42	52	59	49	52	16	33	67	37	66	0	95	28	79	95	58	19	89	33	99	55	65	97	74	31	54	87	2	43	49	74	55	38	9
81	41	41	57	49	68	26	44	75	14	4	44	44	75	88	65	4	47	29	17	53	54	56	24	69	100	89	81	21	15	24	51	43	82	34	49	19	23	10	73	79	50	7	72	26	48	95	0	47	94	97	67	66	71	54	10	8	10	72	5	17	6	44	23	73	42	50	99	25	18
4	3	83	11	84	69	28	8	13	73	8	11	99	67	17	56	44	9	2	100	86	50	21	82	56	47	58	15	77	1	20	8	8	85	92	85	34	5	65	84	38	12	39	85	39	2	28	47	0	36	7	15	10	73	7	2	10	90	99	99	71	24	17	42	87	68	38	97	56	72
13	9	13	48	28	20	41	38	22	69	90	70	37	79	30	6	19	89	6	92	57	53	42	69	5	89	37	60	62	54	96	44	92	89	60	94	69	77	87	10	11	89	14	53	24	57	79	94	36	0	56	71	54	92	25	90	56	87	57	36	93	38	36	20	46	12	14	19	30	47
60	54	75	9	75	11	72	7	60	27	43	15	63	40	40	75	12	1	7	16	74	55	37	49	74	36	30	51	23	22	27	29	5	7	92	23	48	4	32	25	63	73	29	8	43	72	95	97	7	56	0	54	54	98	94	57	22	70	77	92	21	10	99	31	46	47	22	18	24	21
5	59	27	87	61	87	76	88	13	32	70	76	46	20	67	20	8	98	61	59	41	10	27	34	39	14	48	27	61	45	27	49	74	9	55	77	36	22	40	9	63	91	44	78	2	10	58	67	15	71	54	0	29	78	79	28	13	20	28	73	81	89	76	46	19	95	86	79	34	33
39	91	34	74	57	91	22	6	64	71	52	16	59	32	63	17	80	81	13	78	44	68	90	49	27	31	78	12	9	55	72	58	11	70	60	44	56	93	5	100	76	90	41	60	56	99	19	66	10	54	54	29	0	51	54	22	96	59	14	80	97	7	9	73	60	82	31	80	77	90
48	79	55	32	39	14	47	72	9	62	9	67	63	22	8	60	83	9	92	6	88	6	60	31	63	58	39	64	52	43	91	14	1	22	33	72	44	91	93	46	62	46	11	47	28	54	89	71	73	92	98	78	51	0	100	46	13	98	26	62	93	68	58	47	26	100	18	35	4	19
21	63	60	67	66	71	14	76	88	80	32	84	62	97	97	89	94	65	9	3	30	2	67	35	32	76	17	61	57	78	65	19	35	83	88	62	94	5	41	98	5	7	13	67	88	61	33	54	7	25	94	79	54	100	0	90	22	93	41	78	86	84	17	64	23	28	12	98	91	100
62	89	59	5	48	25	68	67	44	20	31	27	44	64	80	53	53	39	46	77	30	28	5	87	37	31	23	42	29	15	57	14	99	41	17	91	87	42	94	17	68	34	51	25	37	75	99	10	2	90	57	28	22	46	90	0	16	96	65	51	26	85	95	54	15	1	51	32	14	51
29	11	72	81	100	25	85	46	25	54	74	18	91	26	10	62	88	39	78	93	32	10	14	55	59	76	95	50	10	83	46	47	21	37	58	3	10	10	48	84	37	64	70	41	15	100	55	8	10	56	22	13	96	13	22	16	0	88	39	85	33	10	18	68	20	13	70	96	61	91
75	9	78	13	61	4	92	92	48	73	60	66	50	9	4	48	35	10	67	22	39	27	77	18	12	25	12	35	59	80	42	56	68	48	100	82	12	4	55	49	9	69	95	63	59	41	65	10	90	87	70	20	59	98	93	96	88	0	20	47	26	33	30	42	42	4	91	85	13	8
18	51	9	13	39	25	46	87	82	52	99	27	94	69	62	58	41	74	41	46	54	68	83	76	34	79	86	100	70	19	29	34	30	24	97	37	35	59	56	92	77	32	52	83	99	94	97	72	99	57	77	28	14	26	41	65	39	20	0	91	84	45	62	95	66	11	94	70	44	47
34	30	68	40	86	50	54	13	50	66	73	69	1	26	66	72	60	24	38	27	2	37	54	95	79	85	15	50	83	42	41	64	4	86	48	34	6	18	7	88	36	85	50	82	58	9	74	5	99	36	92	73	80	62	78	51	85	47	91	0	35	47	78	84	37	65	51	78	66	98
1	89	55	57	40	16	92	58	84	96	12	37	45	83	22	92	39	87	81	61	3	59	28	27	10	76	59	100	86	25	77	47	7	27	94	1	32	40	32	19	26	85	18	68	12	21	31	17	71	93	21	81	97	93	86	26	33	26	84	35	0	67	15	16	15	83	42	7	6	46
58	22	83	19	6	57	77	68	62	79	94	29	19	78	68	68	56	36	68	44	16	53	49	87	74	6	95	88	87	38	93	37	15	75	82	23	37	4	84	18	78	35	99	25	71	87	54	6	24	38	10	89	7	68	84	85	10	33	45	47	67	0	22	42	66	52	12	97	13	81
24	72	17	4	27	19	10	32	30	32	74	9	89	25	49	6	36	32	66	60	81	97	83	80	90	31	84	75	1	2	49	54	34	35	77	97	42	63	60	87	67	47	19	87	12	63	87	44	17	36	99	76	9	58	17	95	18	30	62	78	15	22	0	20	68	48	13	73	7	89
10	25	100	20	24	33	25	13	100	35	40	54	15	61	20	42	59	27	87	35	77	22	74	96	98	27	31	29	34	47	12	58	63	54	43	34	83	75	25	63	96	13	10	80	81	75	2	23	42	20	31	46	73	47	64	54	68	42	95	84	16	42	20	0	89	40	51	10	60	29
16	57	17	54	81	73	47	10	11	40	99	10	71	12	100	58	89	100	63	47	22	53	35	14	8	88	63	31	70	7	45	74	81	56	42	63	15	86	96	8	43	65	66	3	28	68	43	73	87	46	46	19	60	26	23	15	20	42	66	37	15	66	68	89	0	50	35	16	97	38
68	25	57	45	11	6	80	76	88	77	70	78	62	26	6	81	34	63	100	46	74	23	48	41	77	46	18	59	31	70	16	92	27	48	78	40	42	50	68	11	68	77	6	90	45	94	49	42	68	12	47	95	82	100	28	1	13	4	11	65	83	52	48	40	50	0	38	71	87	29
99	26	9	53	37	33	15	40	51	67	43	58	42	87	28	89	17	44	10	58	53	98	10	87	55	57	66	56	51	14	18	60	45	29	67	87	32	69	47	48	3	49	68	44	9	25	74	50	38	14	22	86	31	18	12	51	70	91	94	51	42	12	13	51	35	38	0	31	17	32
75	29	7	70	1	18	3	74	40	18	87	64	82	66	21	23	37	46	73	31	64	72	49	73	45	1	43	80	74	21	7	92	16	24	1	36	24	76	62	21	85	26	61	84	3	100	55	99	97	19	18	79	80	35	98	32	96	85	70	78	7	97	73	10	16	71	31	0	42	19
33	7	34	82	84	81	100	25	18	11	47	55	2	7	48	56	33	55	24	2	53	80	67	20	22	83	19	33	20	63	97	66	74	56	76	67	27	78	39	19	53	35	85	31	41	33	38	25	56	30	24	34	77	4	91	14	61	13	44	66	6	13	7	60	97	87	17	42	0	68
84	62	59	33	98	91	66	21	99	30	12	22	47	21	60	94	14	44	64	74	47	42	34	14	72	8	40	76	41	31	60	88	39	86	53	65	14	66	54	24	10	94	43	7	80	44	9	18	72	47	21	33	90	19	100	51	91	8	47	98	46	81	89	29	38	29	32	19	68	0
